ancine_id,distributor_movies_exhibited,distributor_origin
B1600296800000,1,national
B1402307700000,13,national
E1600452500000,314,national
E1600586900000,171,national
B1600084400000,1,national
E1600489800000,300,national
E1600354900000,519,national
E1600003400000,519,national
E1600548400000,121,national
E1600290700000,12,national
E1500720500000,297,international
E1600009700000,314,national
E1600187800000,519,national
E1600745700000,121,national
E1600350300000,171,national
E1700029900000,109,international
E1600362100000,88,national
E1500742800000,300,national
B1500404600000,2,national
B1600275900000,1,national
E1600362200000,88,national
E1500750900000,297,international
E1600259100000,147,international
E1600385800000,519,national
E1600438100000,199,national
B1600032100000,24,national
E1500900300000,314,national
B1600070900000,122,national
E1500732000000,297,international
E1600631400000,225,international
E1600499700000,164,international
E1500613900000,46,national
E1600733000000,297,international
E1500818900000,109,international
B1600096000000,34,national
B1600478600000,149,national
B1500711700000,11,national
E1600491200000,300,national
E1600539600000,88,national
E1600794100000,13,national
E1600794200000,13,national
E1600158400000,519,national
E1600265600000,109,international
E1600457200000,314,national
E1500709200000,6,national
E1600077100000,519,national
B1500873900000,122,national
E1500819000000,27,national
E1500734300000,164,international
E1600508500000,4,national
E1500799900000,4,national
E1600053700000,225,international
E1600304800000,225,international
E1600642100000,225,international
E1600483800000,223,national
E1600711700000,88,national
E1600412700000,109,international
B1500392400000,11,national
E1600003300000,171,national
E1500819800000,27,national
B1500798600000,519,national
E1500913400000,66,national
E1600508200000,8,national
B1600405900000,1,national
B1600750900000,2,national
B1500169500000,2,national
B1600342000000,3,national
E1500900400000,314,national
E1600500700000,314,national
E1500781700000,225,international
E1600496600000,164,international
E1600478000000,225,international
E1600401400000,300,national
B1500344800000,519,national
B1500542500000,223,national
E1500800000000,314,national
E1600129800000,147,international
E1600496400000,164,international
E1500846300000,88,national
B1600352700000,74,national
E1600156400000,15,national
E1500735700000,164,international
E1600405300000,225,international
E1600102500000,44,national
E1600258200000,44,national
B1600306000000,45,national
E1600278500000,199,national
B1600529400000,1,national
E1500735400000,15,national
B1600640900000,149,national
E1500898300000,300,national
E1500875700000,225,international
E1500858400000,225,international
E1600721900000,27,national
E1600413600000,300,national
E1600045600000,88,national
E1600019300000,12,national
B1600685500000,9,national
E1500858100000,225,international
E1600660700000,44,national
B1600651600000,5,national
E1600249800000,13,national
E1600380400000,519,national
B1600192300000,225,international
E1600710500000,3,national
E1600045700000,257,international
E1600068800000,314,national
B1600599600000,1,national
E1500822900000,27,national
E1600488000000,199,national
B1600648800000,2,national
E1600654500000,519,national
E1600055700000,519,national
B1600454400000,147,international
E1600183100000,199,national
E1600008900000,314,national
E1500902900000,223,national
B1600012800000,7,national
E1402740500000,27,national
E1600098100000,199,national
E1600174000000,66,national
E1600251900000,27,national
E1600309600000,1,national
E1600482800000,147,international
E1600692700000,199,national
B1600532800000,300,national
E1500818800000,27,national
B1402633700000,149,national
B1600680100000,74,national
E1600499500000,297,international
E1600328500000,164,international
B1600107600000,257,international
B1600355900000,300,national
E1500147200000,314,national
B1600305100000,11,national
B1600064700000,24,national
E1600451700000,223,national
E1600434700000,225,international
E1600489400000,519,national
B1500865900000,50,national
B1402818800000,1,national
B1402091800000,9,national
E1600743600000,34,national
E1500744900000,297,international
E1600061100000,223,national
E1600257900000,300,national
E1600165500000,519,national
B1500636700000,149,national
E1600657800000,314,national
E1600347300000,519,national
E1600410900000,149,national
B1500699400000,11,national
B1600736900000,1,national
E1500513800000,300,national
B1500405100000,1,national
B1600116800000,9,national
B1500496500000,47,national
B1500283900000,1,national
E1600488400000,199,national
E1600273400000,171,national
B1600476600000,99,national
E1500824800000,27,national
B1301956300000,24,national
E1500926100000,147,international
E1600452400000,314,national
E1600225900000,3,national
E1600139200000,519,national
E1600182600000,257,international
E1600642200000,297,international
E1500749200000,297,international
E1500933000000,66,national
E1600515800000,300,national
E1600677200000,314,national
B1301798200000,45,national
E1600342300000,225,international
E1600573400000,27,national
E1500729300000,164,international
E1600733400000,109,international
B1600187400000,223,national
E1600226000000,44,national
E1600497300000,164,international
E1500735200000,297,international
E1700035700000,13,national
B1600421600000,8,national
E1600294900000,199,national
E1500821900000,257,international
E1600356700000,164,international
E1600342200000,314,national
E1500748200000,164,international
E1600046400000,257,international
E1600403200000,27,national
E1600561300000,2,national
E1600497600000,171,national
E1500271100000,314,national
E1600082400000,4,national
E1600457000000,88,national
E1600432500000,519,national
B1600564300000,24,national
B1600416100000,149,national
B1600442200000,122,national
E1600086900000,149,national
B1600294500000,74,national
E1500800600000,199,national
B1402855900000,7,national
B1600624200000,1,national
E1600312100000,88,national
B1600314300000,149,national
E1600097400000,199,national
E1600717600000,314,national
B1500651700000,519,national
E1600105900000,66,national
B1600280000000,24,national
E1600231500000,199,national
E1600465800000,27,national
B1600033400000,122,national
E1600438200000,147,international
B1600200900000,2,national
E1600457100000,88,national
E1600625100000,67,national
E1600661500000,300,national
E1500735000000,297,international
B1600382500000,1,national
B1600716500000,74,national
E1600127500000,147,international
E1500660600000,3,national
E1600386800000,519,national
B1600716200000,1,national
B1500661200000,74,national
B1402347100000,1,national
E1600708900000,171,national
E1600258000000,44,national
E1600395200000,13,national
E1600742600000,121,national
B1600656600000,1,national
E1600311200000,88,national
E1600750200000,519,national
E1600397100000,314,national
B1500257400000,9,national
E1600642500000,88,national
B1402652900000,300,national
E1600578900000,225,international
E1500918600000,109,international
B1600109200000,1,national
E1600548300000,223,national
E1600013200000,300,national
B1500899000000,11,national
E1600339800000,15,national
B1600047500000,149,national
E1600194600000,149,national
E1500839400000,519,national
E1600310100000,66,national
E1600054200000,121,national
B1600585600000,122,national
B1600690400000,149,national
B1402130700000,300,national
E1600357800000,164,international
E1500739200000,147,international
E1600404900000,147,international
E1500840700000,83,national
E1500739300000,164,international
B1600227000000,122,national
E1500898500000,12,national
B1600094200000,3,national
E1600533600000,225,international
E1500846800000,88,national
E1600193200000,314,national
B1600041400000,223,national
E1600187900000,171,national
B1600100300000,74,national
E1500728900000,297,international
B1600713100000,297,international
E1402548400000,519,national
E1500829500000,149,national
B1402235800000,2,national
E1500745700000,297,international
E1600386100000,66,national
E1600674500000,27,national
E1500900200000,314,national
E1600723600000,199,national
E1600395300000,257,international
E1600046000000,314,national
E1600147900000,300,national
E1600372400000,66,national
B1301988900000,9,national
E1600156300000,15,national
E1600061400000,3,national
E1600518100000,257,international
E1600003500000,519,national
B1500837400000,122,national
E1600328400000,297,international
E1500901100000,199,national
E1500739500000,164,international
E1600597600000,300,national
E1600674200000,44,national
E1600193900000,88,national
E1500829800000,257,international
B1600408200000,74,national
B1600567900000,74,national
B1500150300000,46,national
B1600500300000,149,national
E1600488200000,171,national
E1600239200000,44,national
B1500452100000,1,national
E1600435100000,519,national
B1500897000000,74,national
E1600138600000,519,national
E1600139100000,519,national
B1600710700000,225,international
B1600514100000,13,national
E1600118600000,1,national
E1500729200000,297,international
E1600105700000,519,national
E1600395400000,257,international
E1500846700000,83,national
E1600346300000,519,national
B1600036400000,74,national
B1402391300000,1,national
E1500857700000,66,national
B1600341800000,1,national
B1600280100000,2,national
B1402524100000,8,national
E1500750000000,164,international
E1500819900000,109,international
E1600096900000,199,national
B1600602000000,2,national
B1500177200000,149,national
E1600597800000,3,national
B1600358100000,7,national
B1600294100000,121,national
E1500822100000,27,national
E1600291900000,225,international
B1600530200000,66,national
E1600369600000,66,national
E1500745000000,164,international
B1600494700000,1,national
B1600264400000,223,national
B1600368700000,74,national
B1600517400000,1,national
E1500828700000,66,national
E1600258900000,147,international
B1500399400000,1,national
E1600252000000,225,international
E1600683800000,199,national
B1500562100000,1,national
B1600466200000,1,national
E1600349900000,66,national
E1600539700000,147,international
B1600017500000,223,national
E1500737700000,297,international
B1500899800000,300,national
E1500717300000,297,international
E1600663000000,147,international
E1600311400000,88,national
B1500475400000,122,national
E1600226500000,314,national
E1600122000000,109,international
E1600729500000,13,national
B1600337700000,1,national
B1500866700000,1,national
E1600648600000,13,national
E1500746400000,297,international
E1600712800000,88,national
B1402254300000,149,national
E1600360800000,164,international
E1500834100000,257,international
E1600648000000,147,international
B1600685000000,34,national
E1500720200000,297,international
E1500703500000,297,international
E1600413300000,109,international
E1500720400000,164,international
E1600556800000,8,national
E1500772700000,88,national
E1600533500000,225,international
B1600603400000,74,national
E1500876500000,44,national
B1500861900000,1,national
B1600765000000,314,national
E1600312400000,519,national
E1600323700000,147,international
E1500900900000,66,national
B1600043800000,74,national
B1500496600000,47,national
B1500269700000,223,national
B1500754900000,3,national
E1600394800000,257,international
E1600148400000,223,national
E1500925200000,199,national
E1500269900000,314,national
E1600285900000,223,national
E1500846600000,88,national
B1600083900000,74,national
E1500313500000,88,national
E1600277800000,199,national
E1600366300000,223,national
E1600072600000,519,national
E1600473000000,13,national
E1600432000000,121,national
E1600456800000,88,national
E1500744200000,164,international
E1600481600000,314,national
E1500720300000,297,international
B1402301100000,74,national
B1600436900000,74,national
B1600011000000,74,national
E1600144000000,519,national
B1600305700000,300,national
B1600067600000,7,national
B1500870400000,300,national
B1500489800000,1,national
E1600346200000,519,national
B1600439700000,122,national
E1600382000000,66,national
E1600215800000,83,national
E1600096800000,171,national
E1600713200000,8,national
E1600517100000,13,national
E1500735800000,164,international
E1600046500000,257,international
E1700085700000,13,national
E1500739800000,164,international
E1500558400000,519,national
B1500407700000,1,national
E1600181600000,257,international
B1402372200000,1,national
B1600019500000,1,national
E1500920900000,109,international
B1600036800000,74,national
E1600038400000,147,international
E1700444000000,13,national
B1700538300000,2,national
E1700363400000,226,national
E1700380500000,177,national
E1700225900000,326,national
E1600788000000,85,national
E1600678400000,356,national
E1600795300000,164,international
E1700059700000,356,national
B1600181500000,210,national
B1600439300000,326,national
E1600763400000,118,national
E1600766700000,281,international
E1600346400000,578,national
E1700366100000,328,international
B1500334900000,15,national
E1700165900000,40,national
B1700505300000,1,national
B1600630700000,1,national
E1600684300000,226,national
E1700430900000,578,national
E1700224600000,13,national
B1402263600000,2,national
B1600585400000,43,national
E1500758300000,184,international
E1700458400000,281,international
E1700035100000,118,national
E1600770100000,250,international
E1700242300000,12,national
B1700428000000,2,national
E1600735200000,75,national
E1700346500000,184,international
E1700136000000,75,national
E1500758800000,184,international
E1700469200000,356,national
E1700468200000,578,national
E1700438800000,326,national
E1700165300000,85,national
E1600689600000,226,national
E1600575800000,328,international
B1600439400000,578,national
E1500756500000,328,international
E1700525300000,128,national
E1700279800000,118,national
E1700021700000,75,national
E1700279300000,118,national
E1700105600000,127,international
E1700440500000,356,national
E1700055900000,578,national
E1700173300000,118,national
E1700364000000,328,international
E1700072700000,13,national
E1700503800000,104,national
E1600699500000,127,international
E1600791600000,281,international
B1700162000000,210,national
E1700368800000,356,national
E1700406600000,24,national
B1700175000000,43,national
E1600753600000,4,national
B1600780500000,210,national
E1700194500000,250,international
B1600245600000,15,national
E1700175200000,356,national
E1700219700000,85,national
E1700543000000,43,national
E1700021100000,75,national
B1700255500000,356,national
E1600488900000,578,national
E1600783900000,356,national
E1700192500000,177,national
E1700503600000,127,international
E1700180000000,281,international
B1500572900000,96,national
B1700054400000,210,national
E1700118300000,40,national
B1500314300000,1,national
E1700321900000,281,international
E1600517900000,281,international
E1700487600000,356,national
E1600774400000,40,national
E1700371400000,118,national
E1600757700000,85,national
E1700215100000,184,international
B1600770800000,1,national
E1700467800000,245,national
E1700221900000,127,international
B1600752300000,1,national
E1600769400000,250,international
B1600750800000,1,national
E1700444500000,326,national
B1700330100000,250,international
E1700363300000,328,international
E1700440200000,356,national
E1700346800000,184,international
E1700418200000,40,national
B1500464600000,210,national
B1600041000000,326,national
E1600133300000,90,national
E1700371000000,118,national
B1600737300000,19,national
B1402296800000,1,national
E1700019300000,326,national
B1402701900000,2,national
B1700227000000,4,national
B1500883200000,4,national
E1700229800000,164,international
E1600489000000,578,national
B1600332400000,30,national
B1700422600000,326,national
E1700408800000,226,national
B1700172000000,2,national
B1700410600000,1,national
E1500757600000,184,international
B1600502400000,3,national
E1700055000000,578,national
E1700484800000,75,national
E1700146300000,356,national
E1700416800000,40,national
E1700463500000,128,national
B1402289000000,2,national
B1700046100000,14,national
B1700119200000,578,national
B1700386500000,96,national
E1700224100000,356,national
B1500559900000,57,national
B1700537400000,1,national
B1700181500000,210,national
E1700453900000,578,national
B1700112000000,210,national
E1700047300000,184,international
B1600754800000,1,national
B1600058600000,1,national
B1700328500000,96,national
B1700258100000,1,national
E1700357700000,24,national
E1700295700000,40,national
E1700370700000,43,national
E1600488300000,578,national
B1700030400000,1,national
E1700317500000,281,international
B1600287300000,57,national
E1700493700000,128,national
E1700024800000,250,international
E1700439300000,326,national
E1700177200000,281,international
B1600653900000,210,national
B1700244500000,250,international
B1600052200000,1,national
E1700408300000,226,national
B1500812200000,326,national
B1700045100000,57,national
E1600749600000,177,national
B1700477300000,96,national
B1700395900000,96,national
E1700303100000,250,international
E1700181800000,226,national
B1301945900000,15,national
E1700467900000,245,national
B1600579200000,1,national
E1700085600000,24,national
B1600765100000,210,national
E1700499800000,13,national
E1700265100000,43,national
E1700181200000,226,national
E1500757900000,328,international
E1700366300000,328,international
B1402707600000,10,national
B1700466900000,1,collaboration
E1700154200000,128,national
B1600690600000,210,national
E1700365900000,13,national
B1600163900000,15,national
B1700243800000,128,national
B1600520300000,4,national
E1600763600000,281,international
B1600789900000,96,national
E1700046500000,578,national
B1600472500000,245,national
E1600489200000,578,national
E1700020600000,40,national
E1700295000000,245,national
B1700123200000,1,national
E1700451500000,356,national
E1700173200000,118,national
B1600708000000,210,national
B1700552000000,96,national
E1600489100000,578,national
E1700215200000,184,international
B1700052000000,164,international
E1600386300000,85,national
B1700236800000,1,national
E1700269900000,6,national
E1600764000000,184,international
E1700029400000,226,national
B1700524700000,1,national
B1700305400000,1,national
E1600706500000,210,national
B1600534400000,31,national
E1700300300000,104,national
E1700341600000,245,national
B1700454300000,326,national
B1700109600000,96,national
E1700019900000,164,international
B1600172700000,15,national
E1600735000000,90,national
B1402280900000,2,national
E1700463900000,118,national
B1700339700000,210,national
E1500759500000,328,international
E1700469100000,356,national
E1700056000000,578,national
E1700164700000,356,national
E1700032500000,13,national
B1700044000000,96,national
B1600685100000,2,national
B1500643000000,15,national
E1700378100000,28,national
B1700381100000,210,national
E1700363900000,250,international
E1600784200000,85,national
B1700447200000,5,national
B1700349800000,328,international
B1700092500000,578,national
E1700451200000,356,national
E1700011600000,356,national
B1600018100000,210,national
E1700522000000,75,national
E1700236500000,13,national
E1600774300000,578,national
E1700262000000,281,international
E1500758600000,250,international
E1600677400000,356,national
B1700077100000,96,national
E1700176300000,226,national
B1600764800000,48,national
E1700025200000,250,international
E1700366200000,250,international
E1700482600000,250,international
B1700382400000,281,international
E1600776400000,85,national
E1600773900000,281,international
E1700401000000,85,national
E1700438600000,578,national
B1500113300000,15,national
E1700534300000,578,national
E1700540500000,578,national
B1700268100000,3,national
B1700051900000,25,national
E1700401100000,127,international
B1500315500000,15,national
B1700347600000,96,national
E1600573600000,328,international
E1700465000000,118,national
B1700172800000,19,national
E1700011000000,118,national
B1700248200000,245,national
E1700441900000,85,national
B1600787700000,210,national
E1600651400000,578,national
E1600683100000,326,national
E1600646400000,4,national
B1700031200000,2,national
B1700050700000,2,national
E1500759400000,184,international
B1700231000000,96,national
E1700228600000,245,national
E1700007700000,226,national
E1700455600000,177,national
E1600750700000,4,national
E1600655200000,164,international
E1700276600000,578,national
E1700002000000,127,international
E1600788800000,85,national
B1600300000000,210,national
B1600420900000,210,national
E1700506000000,118,national
E1700057400000,328,international
E1700197900000,250,international
E1700408400000,356,national
E1700265500000,43,national
E1700453200000,75,national
E1700022100000,75,national
B1700386400000,57,national
E1700029000000,328,international
E1700175500000,356,national
B1700168200000,326,national
B1700396100000,210,national
B1700133700000,30,national
E1600721800000,128,national
E1700108100000,226,national
B1700264000000,5,national
E1700321000000,13,national
E1700219600000,1,national
E1600736500000,245,national
E1700369300000,356,national
E1700325600000,356,national
E1600561100000,127,international
E1700145100000,13,national
E1700079100000,326,national
B1700052200000,31,national
B1600363900000,1,national
E1700113700000,356,national
E1700297900000,75,national
E1600386000000,85,national
E1700441400000,326,national
E1700215400000,184,international
E1700432800000,245,national
E1700053100000,40,national
B1700151900000,210,national
E1700453600000,578,national
E1700122300000,75,national
E1600489300000,578,national
E1600488500000,578,national
B1700045500000,245,national
E1600666200000,226,national
E1700153900000,226,national
B1700149200000,1,national
E1700517900000,226,national
E1700439600000,578,national
E1700091500000,118,national
E1700042400000,9,national
B1600773600000,210,national
E1700507600000,578,national
B1700220800000,1,national
E1700487100000,326,national
E1600773800000,281,international
B0700764400000,1,national
E1700280700000,85,national
B1700103500000,326,national
E1700279900000,118,national
E1700321800000,281,international
E1700354100000,24,national
E1700180600000,226,national
E1700363600000,43,national
E1700111400000,245,national
B1700482200000,31,national
B1600480300000,14,national
B1700455300000,15,national
E1600489600000,578,national
E1700042700000,9,national
E1700393600000,4,national
E1700370800000,356,national
E1700263800000,356,national
B1700503500000,96,national
B1600784700000,1,collaboration
B1302033700000,48,national
B1600738500000,96,national
E1500757200000,328,international
B1600785500000,2,national
E1700496000000,127,international
E1700068900000,250,international
E1600646100000,2,national
B1700533700000,14,national
E1600764200000,118,national
E1700180100000,226,national
E1700045900000,104,national
E1500750300000,328,international
E1700171200000,24,national
E1700491700000,1,national
B1600466500000,1,national
E1600444200000,128,national
B1700104200000,210,national
E1700270600000,245,national
E1700460300000,85,national
E1700054800000,578,national
E1700347000000,184,international
E1700021600000,164,international
B1700107400000,31,national
E1700182000000,281,international
E1700274700000,104,national
E1700491800000,3,national
B1700338000000,96,national
E1700465900000,104,national
B1600730100000,245,national
B1402301300000,31,national
E1700064600000,356,national
E1700486500000,328,international
E1700166000000,226,national
B1700422800000,31,national
E1600766800000,184,international
B1700178100000,2,national
B1700194400000,96,national
B1600243000000,210,national
E1600774000000,250,international
E1700170800000,24,national
E1500758500000,328,international
B1600547800000,210,national
E1700088800000,356,national
E1700280200000,118,national
E1700498100000,326,national
E1700280100000,118,national
B1600715000000,2,national
B1700062100000,96,national
E1600489500000,578,national
B1700499500000,3,national
B1600757800000,14,national
E1600459600000,85,national
E1700368100000,578,national
E1600683600000,326,national
B1700602500000,2,national
B1402740400000,15,national
E1700168100000,19,national
E1700372600000,128,national
B1700275000000,326,national
E1700042500000,245,national
E1700454000000,164,international
E1700132400000,128,national
E1700487000000,85,national
E1600576000000,328,international
B1600534900000,210,national
E1700206200000,226,national
E1700439400000,250,international
E1700328000000,226,national
E1600767100000,3,national
E1700505800000,118,national
E1700553900000,5,national
E1700229600000,164,international
E1700064200000,1,national
E1600519500000,281,international
B1600604900000,96,national
B1600403600000,4,national
B1600625200000,281,international
B1700581500000,96,national
B1700498000000,4,national
E1700023900000,328,international
E1700237900000,9,national
E1700299100000,127,international
B1600068000000,14,national
B1700477000000,2,national
E1700196200000,250,international
E1700360800000,128,national
B1600639200000,245,national
B1500408100000,15,national
E1700043500000,226,national
E1700114400000,226,national
E1700281500000,118,national
E1700063700000,127,international
E1700225800000,356,national
B1700177700000,43,national
E1700147400000,2,national
E1700223500000,356,national
E1700349600000,356,national
E1700328200000,578,national
E1700280800000,13,national
E1700443000000,85,national
E1700418300000,127,international
E1700114600000,118,national
E1700025400000,12,national
E1700313600000,85,national
E1600488100000,578,national
B1700051600000,128,national
E1700045600000,184,international
E1700549100000,40,national
B1600564100000,210,national
E1700049500000,177,national
E1700346900000,184,international
E1700057500000,328,international
B1700263500000,1,national
B1500916900000,210,national
E1600757200000,127,international
B1402296700000,15,national
E1700076600000,326,national
B1800380700000,346,national
E1800009300000,113,national
E1700453800000,637,national
E1700623600000,278,international
E1800119400000,55,national
E1800192400000,113,national
E1700617900000,24,national
E1800070800000,113,national
E1800136100000,185,national
E1800184400000,266,national
E1800243900000,6,national
B1800469700000,47,national
E1800415700000,393,national
E1800305800000,247,national
B1600756100000,1,national
B1600680500000,2,national
E1800499300000,16,national
E1700452900000,637,national
E1800243800000,6,national
E1700442300000,303,international
E1800306100000,278,international
E1800412500000,2,national
E1700496900000,113,national
B1800033200000,111,national
E1800329100000,113,national
E1800066400000,24,national
B1600441200000,267,national
E1800009900000,393,national
E1700554100000,346,national
B1500169900000,1,national
B1700605000000,266,national
E1800211000000,393,national
E1700412700000,637,national
E1800361600000,267,national
E1800160300000,247,national
E1800088300000,278,international
E1700601800000,637,national
E1800060200000,637,national
E1800037800000,133,national
E1800332000000,637,national
E1800486100000,113,national
E1800483800000,637,national
E1800342600000,217,international
B1600543700000,23,national
E1800455800000,1,national
E1800177300000,2,national
B1700248900000,31,national
B1800131200000,46,national
B1800473500000,2,national
B1700329300000,132,national
E1800346800000,6,national
E1800434400000,393,national
B1800115300000,13,national
B1800262800000,637,national
B1700362500000,47,national
E1800090900000,247,national
E1500675600000,100,national
E1800319500000,393,national
B1800166700000,346,national
E1800037600000,357,international
B1800130000000,112,national
B1700548300000,267,national
B1800470600000,47,national
E1800081500000,30,national
E1800401600000,185,national
B1800089800000,47,national
B1800330200000,267,national
E1800432900000,278,international
E1800045200000,2,national
B1700331900000,5,national
B1700306100000,346,national
E1800139000000,100,national
B1700416900000,6,national
B1402180000000,2,national
E1800433400000,278,international
B1700085300000,1,national
E1800176100000,217,international
E1700482700000,278,international
E1800095300000,1,national
B1700450500000,637,national
B1800293900000,637,national
E1800253300000,303,international
E1800490600000,100,national
B1800228200000,22,national
B1700278300000,267,national
E1700443200000,393,national
B1800106900000,267,national
B1700353800000,47,national
E1800271100000,637,national
B1700402100000,266,national
E1800251900000,303,international
B1800077400000,1,national
B1800218400000,4,national
E1800436900000,139,international
E1800253000000,357,international
E1800224400000,637,national
E1800486200000,357,international
E1800094600000,247,national
B1700013000000,1,national
B1700349900000,2,national
B1700606900000,267,national
B1800073300000,22,national
E1800401800000,16,national
B1700560500000,1,national
B1800264200000,1,national
E1800554300000,55,national
B1800482700000,393,national
E1700454200000,637,national
B1800184900000,4,national
E1800289800000,190,international
E1700467600000,266,national
E1800390000000,346,national
E1700536700000,217,international
E1800053500000,217,international
E1800415000000,113,national
E1800068700000,247,national
E1800011100000,303,international
B1700249500000,18,national
B1700468400000,47,national
B1800311900000,4,national
B1700416600000,1,national
E1800494800000,637,national
B1700449500000,1,national
B1700529900000,23,national
B1600707400000,1,national
E1700599500000,393,national
E1800015700000,113,national
E1800305600000,113,national
B1800340300000,346,national
E1800413200000,247,national
E1800243600000,55,national
E1800062700000,55,national
E1800300300000,247,national
E1700475300000,18,national
E1800436500000,139,international
E1800027900000,133,national
E1800015400000,303,international
B1700580400000,5,national
E1800087200000,637,national
E1700439100000,346,national
E1800192700000,357,international
B1800561400000,393,national
E1700623100000,247,national
B1800445100000,267,national
B1800530700000,2,national
B1800422100000,267,national
E1800210800000,393,national
E1800223800000,637,national
E1700517500000,346,national
E1800236200000,24,national
E1700487400000,357,international
B1700316900000,18,national
E1800480500000,266,national
E1800176700000,111,national
B1700546500000,8,national
E1700463800000,637,national
B1700189700000,47,national
E1800576300000,111,national
E1800452800000,346,national
E1700172900000,18,national
E1800002800000,25,national
E1800390100000,346,national
E1800537900000,303,international
E1700408900000,247,national
B1700402200000,4,national
E1800158300000,637,national
E1800412300000,6,national
B1700544600000,3,national
B1101515900000,13,national
E1800073000000,113,national
E1800019200000,393,national
E1700586200000,247,national
B1800462300000,267,national
E1700202500000,5,national
B1800001000000,3,national
E1800301500000,25,national
E1800283500000,70,national
B1800056700000,7,national
B1600412300000,23,national
B1800044200000,47,national
E1800391000000,5,national
B1600754000000,112,national
B1700529800000,2,national
E1800244000000,6,national
E1800184600000,357,international
B1700605900000,111,national
B1700481900000,6,national
E1800075900000,113,national
B1800152000000,2,national
E1800335600000,217,international
E1800068600000,190,international
E1800260700000,100,national
E1800136200000,4,national
B1700469700000,23,national
E1800073100000,113,national
B1700374300000,4,national
B1800290300000,637,national
B1700065100000,13,national
E1800255300000,190,international
E1800289900000,113,national
E1800038100000,357,international
E1800252300000,303,international
B1600193300000,2,national
E1800396900000,217,international
B1800449100000,267,national
B1800548300000,1,national
E1800085100000,278,international
E1800337100000,217,international
E1800215000000,278,international
E1800346400000,113,national
E1500756400000,357,international
E1800169900000,217,international
E1800319800000,393,national
E1700591400000,217,international
E1800316800000,637,national
B1800046600000,346,national
E1800281700000,637,national
E1800341100000,357,international
B1700307700000,4,national
B1700605800000,267,national
E1700564100000,24,national
E1800183800000,637,national
E1700587400000,247,national
E1800169700000,217,international
B1800260300000,47,national
B1700000300000,5,national
B1800092400000,637,national
E1800492800000,637,national
E1800053400000,217,international
E1800243700000,6,national
B1800002100000,47,national
E1800020400000,303,international
E1800192300000,113,national
E1700458100000,357,international
E1800059700000,185,national
E1700506500000,30,national
E1800214800000,278,international
B1800177600000,4,national
B1700306600000,4,national
E1800252900000,303,international
E1700626500000,185,national
E1800429300000,637,national
E1800318300000,393,national
B1700480400000,47,national
B1800505200000,2,national
E1800184500000,357,international
B1800563600000,393,national
E1700606200000,4,national
E1800341000000,637,national
B1800539000000,112,national
B1800300700000,18,national
E1800243500000,139,international
B1700465300000,4,national
B1700614000000,278,international
E1700588300000,113,national
B1800269200000,112,national
E1800479300000,55,national
B1402254000000,1,national
B1800110100000,112,national
B1800010300000,303,international
E1800303500000,278,international
E1800357100000,55,national
E1800119100000,5,national
E1800262300000,266,national
B1700184000000,1,national
E1700583100000,247,national
B1700456600000,247,national
B1500416000000,7,national
B1800501600000,6,national
B1700260300000,637,national
B1700584300000,22,national
E1800176200000,100,national
B1800307900000,112,national
B1700451600000,1,national
E1800392500000,346,national
B1800323800000,23,national
E1800553900000,637,national
B1800055100000,1,national
B1700615400000,2,national
E1700535000000,217,international
E1800074300000,266,national
B1800397100000,30,national
E1700464500000,113,national
B1800446400000,47,national
E1700471600000,16,national
E1800401500000,55,national
B1800000800000,47,national
E1800455900000,217,international
E1700600900000,393,national
B1800115600000,30,national
B1800398300000,47,national
E1700542500000,637,national
B1700090400000,4,national
E1800127100000,38,national
E1800334000000,217,international
E1700516800000,247,national
B1800247400000,1,national
B1800187300000,47,national
B1700513700000,346,national
E1800471300000,303,international
E1800279800000,266,national
B1800324100000,393,national
E1700613800000,38,national
E1800137700000,100,national
E1800463600000,393,national
E1800045100000,5,national
E1800474800000,16,national
E1800253200000,303,international
E1800333300000,217,international
B1800130600000,267,national
E1500760000000,357,international
E1800136600000,1,national
E1700442000000,393,national
E1800347500000,357,international
E1800428500000,190,international
B1800038700000,111,national
B1800387700000,111,national
E1800431900000,190,international
E1800249500000,2,national
E1700566400000,113,national
B1800346100000,47,national
B1700159700000,8,national
B1800193400000,112,national
E1800112500000,637,national
E1700322100000,303,international
E1800222500000,637,national
E1800213600000,278,international
E1800176000000,133,national
B1800509700000,47,national
E1800335000000,637,national
E1800381200000,139,international
E1800012100000,303,international
B1700406200000,1,national
E1800074600000,113,national
B1800546900000,267,national
E1800137800000,637,national
B1700611000000,112,national
B1500794300000,18,national
E1800037700000,190,international
E1700618500000,100,national
E1800412400000,6,national
B1700431000000,2,national
E1700540700000,346,national
B1800127700000,266,national
E1700512400000,190,international
E1800393100000,5,national
E1800297600000,1,national
B1700026000000,23,national
B1800202100000,267,national
E1800133800000,24,national
B1800487600000,4,national
B1700590500000,267,national
E1800038000000,357,international
E1800029900000,357,international
B1700011500000,12,national
B1700088100000,267,national
E1800215200000,278,international
E1700453500000,139,international
B1700242100000,1,national
E1800498300000,24,national
E1800303600000,278,international
E1800353100000,393,national
E1800078000000,393,national
B1700527500000,2,national
B1700405200000,637,national
E1800300200000,247,national
E1700559200000,113,national
E1800216600000,16,national
E1800230700000,38,national
B1500585400000,266,national
B1700332400000,47,national
B1700409900000,47,national
E1800084100000,278,international
B1800549200000,357,international
E1800389800000,,
E1800086000000,4,national
E1800163500000,100,national
B1800077300000,2,national
